Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
84119,"The Horse and His Boy (Chronicles of Narnia, #5)",C.S. Lewis,"Lewis, C.S.",,"=""0439861365""","=""9780439861366""",0,3.91,Scholastic Inc,Paperback,224,1995,1954,,2019/04/23,to-read,to-read (#937),to-read,,,,0,,,0,,,,,
140225,"The Voyage of the Dawn Treader (Chronicles of Narnia, #3)",C.S. Lewis,"Lewis, C.S.",Pauline Baynes,"=""006112527X""","=""9780061125270""",0,4.09,HarperCollins,Hardcover,248,2006,1952,,2019/04/23,to-read,to-read (#936),to-read,,,,0,,,0,,,,,
3636,The Giver,Lois Lowry,"Lowry, Lois",,"=""0385732554""","=""9780385732550""",0,4.12,Ember,Paperback,208,2006,1993,,2019/04/23,to-read,to-read (#935),to-read,,,,0,,,0,,,,,
8337,"Little House in the Big Woods (Little House, #1)",Laura Ingalls Wilder,"Wilder, Laura Ingalls",Garth Williams,"=""0060885378""","=""9780060885373""",0,4.18,HarperTrophy,Paperback,198,2007,1932,,2019/04/23,to-read,to-read (#934),to-read,,,,0,,,0,,,,,
3008,A Little Princess,Frances Hodgson Burnett,"Burnett, Frances Hodgson",Nancy Bond,"=""0142437018""","=""9780142437018""",0,4.19,Penguin Books,Paperback,242,2002,1890,,2019/04/23,to-read,to-read (#933),to-read,,,,0,,,0,,,,,
121749,"Prince Caspian (Chronicles of Narnia, #2)",C.S. Lewis,"Lewis, C.S.",,"=""000720230X""","=""9780007202300""",0,3.97,HarperCollins Publishers,Hardcover,240,2005,1951,,2019/04/23,to-read,to-read (#932),to-read,,,,0,,,0,,,,,
5659,The Wind in the Willows,Kenneth Grahame,"Grahame, Kenneth",Gillian Avery,"=""0143039091""","=""9780143039099""",0,3.99,Penguin Books,Paperback,256,2005,1908,,2019/04/23,to-read,to-read (#931),to-read,,,,0,,,0,,,,,
19321,The Tale of Peter Rabbit (Rabbit Ears),Beatrix Potter,"Potter, Beatrix",طاهره آدینه پور,"=""0723247706""","=""9780723247708""",0,4.17,Warne,Hardcover,72,2002,1901,,2019/04/23,to-read,to-read (#930),to-read,,,,0,,,0,,,,,
38709,"Holes (Holes, #1)",Louis Sachar,"Sachar, Louis",,"=""0439244196""","=""9780439244190""",0,3.95,Scholastic,Paperback,233,2000,1998,,2019/04/23,to-read,to-read (#929),to-read,,,,0,,,0,,,,,
378,The Phantom Tollbooth,Norton Juster,"Juster, Norton",Jules Feiffer,"=""0394820371""","=""9780394820378""",0,4.21,Random House Bullseye Books,Paperback,256,1996,1961,,2019/04/23,to-read,to-read (#928),to-read,,,,0,,,0,,,,,
34268,Peter Pan,J.M. Barrie,"Barrie, J.M.",Michael Hague,"=""0805072454""","=""9780805072457""",0,4.09,Henry Holt and Co.,Hardcover,176,2003,1904,,2019/04/23,to-read,to-read (#926),to-read,,,,0,,,0,,,,,
40940121,Bridge to Terabithia,Katherine Paterson,"Paterson, Katherine",,"=""""","=""""",0,3.99,HarperCollins,Kindle Edition,190,2009,1977,,2019/04/23,to-read,to-read (#927),to-read,,,,0,,,0,,,,,
7770,"One Fish, Two Fish, Red Fish, Blue Fish",Dr. Seuss,"Seuss, Dr.",,"=""0007173687""","=""9780007173686""",0,4.12,Harper Collins Children's Books,Hardcover,64,2003,1960,,2019/04/23,to-read,to-read (#925),to-read,,,,0,,,0,,,,,
17061,Coraline,Neil Gaiman,"Gaiman, Neil",,"=""0061139378""","=""9780061139376""",0,4.05,William Morrow Paperbacks,Paperback,162,2006,2002,,2019/04/23,to-read,to-read (#924),to-read,,,,0,,,0,,,,,
30118,A Light in the Attic,Shel Silverstein,"Silverstein, Shel",,"=""0060513063""","=""9780060513061""",0,4.34,Harpercollins Childrens Books,Hardcover,176,2002,1981,,2019/04/23,to-read,to-read (#923),to-read,,,,0,,,0,,,,,
65605,"The Magician's Nephew (Chronicles of Narnia, #6)",C.S. Lewis,"Lewis, C.S.",,"=""0060764902""","=""9780060764906""",0,4.03,HarperCollins Publishers,Paperback,221,2005,1955,,2019/04/23,to-read,to-read (#922),to-read,,,,0,,,0,,,,,
24213,Alice's Adventures in Wonderland & Through the Looking-Glass,Lewis Carroll,"Carroll, Lewis","John Tenniel, Martin Gardner","=""0451527747""","=""9780451527745""",0,4.07,Penguin Group (USA),Mass Market Paperback,239,2000,1871,,2019/04/23,to-read,to-read (#921),to-read,,,,0,,,0,,,,,
144974,The Velveteen Rabbit,Margery Williams Bianco,"Bianco, Margery Williams",William   Nicholson,"=""0380002558""","=""9780380002559""",0,4.29,Avon,Paperback,40,1987,1922,,2019/04/23,to-read,to-read (#920),to-read,,,,0,,,0,,,,,
8127,"Anne of Green Gables (Anne of Green Gables, #1)",L.M. Montgomery,"Montgomery, L.M.",,"=""0451528824""","=""9780451528827""",0,4.24,Signet Book,Paperback,320,2003,1908,,2019/04/23,to-read,to-read (#919),to-read,,,,0,,,0,,,,,
236093,"The Wonderful Wizard of Oz (Oz, #1)",L. Frank Baum,"Baum, L. Frank",W.W. Denslow,"=""0140621679""","=""9780140621679""",0,3.99,Penguin,Paperback,154,1995,1900,,2019/04/23,to-read,to-read (#918),to-read,,,,0,,,0,,,,,
99107,"Winnie-the-Pooh (Winnie-the-Pooh, #1)",A.A. Milne,"Milne, A.A.",Ernest H. Shepard,"=""0525467564""","=""9780525467564""",0,4.34,Dutton Juvenile,Hardcover,145,2001,1926,,2019/04/23,to-read,to-read (#917),to-read,,,,0,,,0,,,,,
6327,The Witches,Roald Dahl,"Dahl, Roald",Quentin Blake,"=""0590032496""","=""9780590032490""",0,4.17,Scholastic Inc.,Paperback,208,1997,1983,,2019/04/23,to-read,to-read (#916),to-read,,,,0,,,0,,,,,
78411,"The Bad Beginning (A Series of Unfortunate Events, #1)",Lemony Snicket,"Snicket, Lemony",Brett Helquist,"=""0439206472""","=""9780439206471""",0,3.93,"Scholastic, Inc.",Paperback,176,1999,1999,,2019/04/23,to-read,to-read (#915),to-read,,,,0,,,0,,,,,
32929,Goodnight Moon,Margaret Wise Brown,"Brown, Margaret Wise",Clement Hurd,"=""0060775858""","=""9780060775858""",0,4.27,HarperCollins,Hardcover,32,2007,1947,,2019/04/23,to-read,to-read (#914),to-read,,,,0,,,0,,,,,
191139,"Oh, The Places You'll Go!",Dr. Seuss,"Seuss, Dr.",,"=""0679805273""","=""9780679805274""",0,4.35,Random House Books for Young Readers,Hardcover,44,1990,1990,,2019/04/23,to-read,to-read (#913),to-read,,,,0,,,0,,,,,
113946,How the Grinch Stole Christmas!,Dr. Seuss,"Seuss, Dr.",,"=""0007173040""","=""9780007173044""",0,4.36,Harper Collins Children's Books,Hardcover,64,2004,1957,,2019/04/23,to-read,to-read (#912),to-read,,,,0,,,0,,,,,
4948,The Very Hungry Caterpillar,Eric Carle,"Carle, Eric",,"=""0241003008""","=""9780241003008""",0,4.29,Puffin Books,Board book,26,1994,1969,,2019/04/23,to-read,to-read (#911),to-read,,,,0,,,0,,,,,
6319,The BFG,Roald Dahl,"Dahl, Roald",Quentin Blake,"=""0141311371""","=""9780141311371""",0,4.22,Puffin Books,Paperback,199,2001,1982,,2019/04/23,to-read,to-read (#910),to-read,,,,0,,,0,,,,,
136251,"Harry Potter and the Deathly Hallows (Harry Potter, #7)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""0545010225""","=""9780545010221""",0,4.62,Arthur A. Levine Books / Scholastic Inc.,Hardcover,759,2007,2007,,2019/04/23,to-read,to-read (#909),to-read,,,,0,,,0,,,,,
2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""0439358078""","=""9780439358071""",0,4.49,Scholastic Inc.,Paperback,870,2004,2003,,2019/04/23,to-read,to-read (#907),to-read,,,,0,,,0,,,,,
1,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""0439785960""","=""9780439785969""",0,4.56,Scholastic Inc.,Paperback,652,2006,2005,,2019/04/23,to-read,to-read (#908),to-read,,,,0,,,0,,,,,
6689,James and the Giant Peach,Roald Dahl,"Dahl, Roald",Quentin Blake,"=""0375814248""","=""9780375814242""",0,4,Alfred A. Knopf ,Hardcover,146,2002,1961,,2019/04/23,to-read,to-read (#906),to-read,,,,0,,,0,,,,,
6,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""""","=""""",0,4.55,Scholastic,Paperback,734,2002,2000,,2019/04/23,to-read,to-read (#905),to-read,,,,0,,,0,,,,,
2998,The Secret Garden,Frances Hodgson Burnett,"Burnett, Frances Hodgson",,"=""0517189607""","=""9780517189603""",0,4.13,Children's Classics,Hardcover,331,1998,1911,,2019/04/23,to-read,to-read (#904),to-read,,,,0,,,0,,,,,
233093,The Cat in the Hat,Dr. Seuss,"Seuss, Dr.",,"=""039480001X""","=""9780394800011""",0,4.16,Random House Books for Young Readers,Hardcover,61,1985,1957,,2019/04/23,to-read,to-read (#903),to-read,,,,0,,,0,,,,,
157993,The Little Prince,Antoine de Saint-Exupéry,"Saint-Exupéry, Antoine de",Richard Howard,"=""0156012197""","=""9780156012195""",0,4.3,"Harcourt, Inc.",Paperback,93,2000,1943,,2019/04/23,to-read,to-read (#902),to-read,,,,0,,,0,,,,,
5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""043965548X""","=""9780439655484""",0,4.55,Scholastic Inc.,Mass Market Paperback,435,2004,1999,,2019/04/23,to-read,to-read (#901),to-read,,,,0,,,0,,,,,
30119,Where the Sidewalk Ends,Shel Silverstein,"Silverstein, Shel",,"=""0060513039""","=""9780060513030""",0,4.3,Harpercollins Childrens Books,Hardcover,176,2002,1974,,2019/04/23,to-read,to-read (#900),to-read,,,,0,,,0,,,,,
100915,"The Lion, the Witch and the Wardrobe (Chronicles of Narnia, #1)",C.S. Lewis,"Lewis, C.S.",,"=""""","=""""",0,4.21,HarperCollins Publishers,Paperback,206,2005,1950,,2019/04/23,to-read,to-read (#899),to-read,,,,0,,,0,,,,,
15881,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""0439064864""","=""9780439064866""",0,4.41,Arthur A. Levine Books / Scholastic Inc.,Hardcover,341,1999,1998,,2019/04/23,to-read,to-read (#898),to-read,,,,0,,,0,,,,,
6310,Charlie and the Chocolate Factory,Roald Dahl,"Dahl, Roald",Quentin Blake,"=""0142403881""","=""9780142403884""",0,4.12,Puffin Books,Paperback,176,2005,1964,,2019/04/23,to-read,to-read (#897),to-read,,,,0,,,0,,,,,
39988,Matilda,Roald Dahl,"Dahl, Roald",Quentin Blake,"=""0141301066""","=""9780141301068""",0,4.3,Puffin Books,Paperback,240,1998,1988,,2019/04/23,to-read,to-read (#896),to-read,,,,0,,,0,,,,,
23772,Green Eggs and Ham,Dr. Seuss,"Seuss, Dr.",,"=""0394800168""","=""9780394800165""",0,4.3,Random House Books for Young Readers,Hardcover,62,1988,1960,,2019/04/23,to-read,to-read (#895),to-read,,,,0,,,0,,,,,
370493,The Giving Tree,Shel Silverstein,"Silverstein, Shel",,"=""0060256656""","=""9780060256654""",0,4.37,HarperCollins Publishers,Hardcover,64,1964,1964,,2019/04/23,to-read,to-read (#894),to-read,,,,0,,,0,,,,,
19543,Where the Wild Things Are,Maurice Sendak,"Sendak, Maurice",,"=""0099408392""","=""9780099408390""",0,4.22,Red Fox,Paperback,37,2000,1963,,2019/04/23,to-read,to-read (#893),to-read,,,,0,,,0,,,,,
24178,Charlotte's Web,E.B. White,"White, E.B.","Garth Williams, Rosemary Wells","=""0064410935""","=""9780064410939""",0,4.16,HarperCollinsPublishers,Paperback,184,2001,1952,,2019/04/23,to-read,to-read (#891),to-read,,,,0,,,0,,,,,
3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""0439554934""","=""9780439554930""",0,4.47,Scholastic Inc,Hardcover,320,1997,1997,,2019/04/23,to-read,to-read (#892),to-read,,,,0,,,0,,,,,
40411206,Talking as Fast as I Can: From Gilmore Girls to Gilmore Girls (and Everything in Between),Lauren Graham,"Graham, Lauren",,"=""""","=""""",0,3.98,Ballantine Books,Kindle Edition,224,2016,2016,,2019/04/23,to-read,to-read (#890),to-read,,,,0,,,0,,,,,
40490167,"Maus: Un survivant raconte, tome 1: Mon père saigne l'histoire (Maus #1)",Art Spiegelman,"Spiegelman, Art",,"=""2080660292""","=""9782080660299""",0,4.34,Flammarion,Paperback,159,2018,1985,,2019/04/23,to-read,to-read (#888),to-read,,,,0,,,0,,,,,
1111,The Power Broker: Robert Moses and the Fall of New York,Robert A. Caro,"Caro, Robert A.",,"=""0394720245""","=""9780394720241""",0,4.5,Vintage,Paperback,1344,1975,1974,,2019/04/23,to-read,to-read (#889),to-read,,,,0,,,0,,,,,
22680,American Sphinx: The Character of Thomas Jefferson,Joseph J. Ellis,"Ellis, Joseph J.",,"=""0679764410""","=""9780679764410""",0,3.91,Vintage,Paperback,440,1998,1996,,2019/04/23,to-read,to-read (#887),to-read,,,,0,,,0,,,,,
121732,Surprised by Joy: The Shape of My Early Life,C.S. Lewis,"Lewis, C.S.",,"=""0006280838""","=""9780006280835""",0,4.09,,Paperback,185,,1955,,2019/04/23,to-read,to-read (#886),to-read,,,,0,,,0,,,,,
80571,American Prometheus: The Triumph and Tragedy of J. Robert Oppenheimer,Kai Bird,"Bird, Kai",Martin J. Sherwin,"=""0375726268""","=""9780375726262""",0,4.16,Vintage Books,Paperback,725,2007,2005,,2019/04/23,to-read,to-read (#885),to-read,,,,0,,,0,,,,,
130363,Peter the Great: His Life and World,Robert K. Massie,"Massie, Robert K.",,"=""1842121162""","=""9781842121160""",0,4.24,W&N,Paperback,909,2001,1980,,2019/04/23,to-read,to-read (#884),to-read,,,,0,,,0,,,,,
19809,The Last Lion: Winston Spencer Churchill: Visions of Glory 1874-1932,William Manchester,"Manchester, William",,"=""0385313489""","=""9780385313483""",0,4.43,Delta,Paperback,992,1984,1983,,2019/04/23,to-read,to-read (#883),to-read,,,,0,,,0,,,,,
110737,Seabiscuit: An American Legend,Laura Hillenbrand,"Hillenbrand, Laura",,"=""0345465083""","=""9780345465085""",0,4.21,Ballantine Books,Mass Market Paperback,457,2003,1999,,2019/04/23,to-read,to-read (#882),to-read,,,,0,,,0,,,,,
10104,The Six Wives of Henry VIII,Alison Weir,"Weir, Alison",,"=""0802136834""","=""9780802136831""",0,4.11,Grove Press,Paperback,643,1991,1991,,2019/04/23,to-read,to-read (#881),to-read,,,,0,,,0,,,,,
10235,"Mountains Beyond Mountains: The Quest of Dr. Paul Farmer, a Man Who Would Cure the World",Tracy Kidder,"Kidder, Tracy",,"=""0812973011""","=""9780812973013""",0,4.22,Random House Trade,Paperback,333,2004,2003,,2019/04/23,to-read,to-read (#880),to-read,,,,0,,,0,,,,,
25953369,Hidden Figures,Margot Lee Shetterly,"Shetterly, Margot Lee",,"=""0062363603""","=""9780062363602""",0,3.96,William Morrow Paperbacks,Paperback,368,2016,2016,,2019/04/23,to-read,to-read (#879),to-read,,,,0,,,0,,,,,
11797365,Escape from Camp 14: One Man's Remarkable Odyssey from North Korea to Freedom in the West,Blaine Harden,"Harden, Blaine",,"=""0670023329""","=""9780670023325""",0,4,Viking,Hardcover,205,2012,2012,,2019/04/23,to-read,to-read (#878),to-read,,,,0,,,0,,,,,
29868610,Scrappy Little Nobody,Anna Kendrick,"Kendrick, Anna",,"=""1501117203""","=""9781501117206""",0,3.9,Gallery Books,Hardcover,275,2016,2016,,2019/04/23,to-read,to-read (#877),to-read,,,,0,,,0,,,,,
2054761,The Snowball: Warren Buffett and the Business of Life,Alice Schroeder,"Schroeder, Alice",,"=""0553805096""","=""9780553805093""",0,4.09,Bantam,Hardcover,929,2008,2008,,2019/04/23,to-read,to-read (#876),to-read,,,,0,,,0,,,,,
43015,A Long Way Gone: Memoirs of a Boy Soldier,Ishmael Beah,"Beah, Ishmael",,"=""0374105235""","=""9780374105235""",0,4.15,Sarah Crichton Books,Hardcover,229,2007,2007,,2019/04/23,to-read,to-read (#875),to-read,,,,0,,,0,,,,,
6314763,Orange Is the New Black,Piper Kerman,"Kerman, Piper",,"=""0385523386""","=""9780385523387""",0,3.71,Spiegel & Grau,Hardcover,298,2010,2010,,2019/04/23,to-read,to-read (#874),to-read,,,,0,,,0,,,,,
18478222,Twelve Years a Slave,Solomon Northup,"Northup, Solomon",,"=""""","=""9780989794800""",0,4.18,Eakin Films & Publishing,ebook,363,2013,1853,,2019/04/23,to-read,to-read (#873),to-read,,,,0,,,0,,,,,
1898,Into Thin Air: A Personal Account of the Mount Everest Disaster,Jon Krakauer,"Krakauer, Jon",,"=""0385494785""","=""9780385494786""",0,4.15,Anchor Books,Paperback,368,1999,1997,,2019/04/23,to-read,to-read (#872),to-read,,,,0,,,0,,,,,
98685,Genius: The Life and Science of Richard Feynman,James Gleick,"Gleick, James",Richard Feynman,"=""0679747044""","=""9780679747048""",0,4.15,Vintage,Paperback,531,1993,1992,,2019/04/23,to-read,to-read (#871),to-read,,,,0,,,0,,,,,
106590,Lincoln,David Herbert Donald,"Donald, David Herbert",,"=""068482535X""","=""9780684825359""",0,4.18,Simon  Schuster,Paperback,720,1996,1995,,2019/04/23,to-read,to-read (#870),to-read,,,,0,,,0,,,,,
49436,Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time,Greg Mortenson,"Mortenson, Greg",David Oliver Relin,"=""0143038257""","=""9780143038252""",0,3.64,Penguin ,Paperback,349,2007,2006,,2019/04/23,to-read,to-read (#869),to-read,,,,0,,,0,,,,,
133486,Nicholas and Alexandra,Robert K. Massie,"Massie, Robert K.",,"=""0345438310""","=""9780345438317""",0,4.26,Random House Trade Paperbacks,Paperback,640,2000,1967,,2019/04/23,to-read,to-read (#867),to-read,,,,0,,,0,,,,,
81227,Infidel,Ayaan Hirsi Ali,"Ali, Ayaan Hirsi",,"=""0743289684""","=""9780743289689""",0,4.21,Free Press,Hardcover,353,2007,2006,,2019/04/23,to-read,to-read (#868),to-read,,,,0,,,0,,,,,
9516,"Persepolis: The Story of a Childhood (Persepolis, #1)",Marjane Satrapi,"Satrapi, Marjane",Mattias Ripa,"=""037571457X""","=""9780375714573""",0,4.24,Pantheon,Paperback,153,2004,2000,,2019/04/23,to-read,to-read (#866),to-read,,,,0,,,0,,,,,
13330922,"The Black Count: Glory, Revolution, Betrayal, and the Real Count of Monte Cristo",Tom Reiss,"Reiss, Tom",,"=""030738246X""","=""9780307382467""",0,4,Crown,Hardcover,414,2012,2012,,2019/04/23,to-read,to-read (#865),to-read,,,,0,,,0,,,,,
16158542,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Daniel James Brown,"Brown, Daniel James",,"=""067002581X""","=""9780670025817""",0,4.35,Viking,Hardcover,416,2013,2013,,2019/04/23,to-read,to-read (#864),to-read,,,,0,,,0,,,,,
11887020,American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History,Chris Kyle,"Kyle, Chris","Scott McEwen, Jim DeFelice","=""0062107062""","=""9780062107060""",0,3.99,HarperCollins,Paperback,528,2012,2012,,2019/04/23,to-read,to-read (#863),to-read,,,,0,,,0,,,,,
6480781,Open,Andre Agassi,"Agassi, Andre",J.R. Moehringer,"=""0307268195""","=""9780307268198""",0,4.22,Knopf,Hardcover,388,2009,2009,,2019/04/23,to-read,to-read (#862),to-read,,,,0,,,0,,,,,
2368,"Mornings on Horseback: The Story of an Extraordinary Family, a Vanished Way of Life, and the Unique Child Who Became Theodore Roosevelt",David McCullough,"McCullough, David",,"=""0671447548""","=""9780671447540""",0,4.12,Simon  Schuster,Paperback,445,1982,1981,,2019/04/23,to-read,to-read (#860),to-read,,,,0,,,0,,,,,
242006,Running with Scissors,Augusten Burroughs,"Burroughs, Augusten",,"=""031242227X""","=""9780312422271""",0,3.71,Picador USA,Paperback,304,2003,2002,,2019/04/23,to-read,to-read (#861),to-read,,,,0,,,0,,,,,
17157,Marie Antoinette: The Journey,Antonia Fraser,"Fraser, Antonia",,"=""0307277747""","=""9780307277749""",0,3.92,Anchor Books,Paperback,512,2006,2001,,2019/04/23,to-read,to-read (#858),to-read,,,,0,,,0,,,,,
10335318,"Destiny of the Republic: A Tale of Madness, Medicine and the Murder of a President",Candice Millard,"Millard, Candice",,"=""0385526261""","=""9780385526265""",0,4.21,Doubleday,Hardcover,339,2011,2011,,2019/04/23,to-read,to-read (#859),to-read,,,,0,,,0,,,,,
112803,Gandhi: An autobiography,Mahatma Gandhi,"Gandhi, Mahatma",Mahadev Desai,"=""0807059099""","=""9780807059098""",0,4.07,Beacon Press,Paperback,528,1993,1927,,2019/04/23,to-read,to-read (#856),to-read,,,,0,,,0,,,,,
23705512,You're Never Weird on the Internet (Almost),Felicia Day,"Day, Felicia",Joss Whedon,"=""1476785651""","=""9781476785653""",0,4.13,Gallery Books,Hardcover,272,2015,2015,,2019/04/23,to-read,to-read (#857),to-read,,,,0,,,0,,,,,
9742,The Audacity of Hope: Thoughts on Reclaiming the American Dream,Barack Obama,"Obama, Barack",,"=""0307237699""","=""9780307237699""",0,3.73,Crown,Hardcover,375,2006,2006,,2019/04/23,to-read,to-read (#855),to-read,,,,0,,,0,,,,,
135611,Shakespeare: The World as Stage,Bill Bryson,"Bryson, Bill",,"=""0060740221""","=""9780060740221""",0,3.79,HarperCollinsPublishing,Paperback,199,2007,2007,,2019/04/23,to-read,to-read (#854),to-read,,,,0,,,0,,,,,
4961048,Wishful Drinking,Carrie Fisher,"Fisher, Carrie",,"=""1439102252""","=""9781439102251""",0,3.78,Simon & Schuster,Hardcover,163,2008,2008,,2019/04/23,to-read,to-read (#853),to-read,,,,0,,,0,,,,,
26025989,The Princess Diarist,Carrie Fisher,"Fisher, Carrie",,"=""0399173595""","=""9780399173592""",0,3.67,Blue Rider Press,Hardcover,257,2016,2016,,2019/04/23,to-read,to-read (#852),to-read,,,,0,,,0,,,,,
9439303,Life,Keith Richards,"Richards, Keith",,"=""0297854399""","=""9780297854395""",0,3.86,Weidenfeld & Nicolson,Hardcover,564,2010,2010,,2019/04/23,to-read,to-read (#851),to-read,,,,0,,,0,,,,,
27220736,Shoe Dog: A Memoir by the Creator of NIKE,Phil Knight,"Knight, Phil",,"=""1501135910""","=""9781501135910""",0,4.46,Scribner,Hardcover,386,2016,2016,,2019/04/23,to-read,to-read (#850),to-read,,,,0,,,0,,,,,
34237826,Grant,Ron Chernow,"Chernow, Ron",,"=""159420487X""","=""9781594204876""",0,4.55,Penguin Press ,Hardcover,1074,2017,2017,,2019/04/23,to-read,to-read (#849),to-read,,,,0,,,0,,,,,
1848,Wild Swans: Three Daughters of China,Jung Chang,"Chang, Jung",,"=""0743246985""","=""9780743246989""",0,4.25,Simon  Schuster,Paperback,562,2003,1991,,2019/04/23,to-read,to-read (#848),to-read,,,,0,,,0,,,,,
6462,His Excellency: George Washington,Joseph J. Ellis,"Ellis, Joseph J.",,"=""1400032539""","=""9781400032532""",0,3.91,Vintage,Paperback,320,2005,2004,,2019/04/23,to-read,to-read (#847),to-read,,,,0,,,0,,,,,
60748,"A Child Called ""It"" (Dave Pelzer, #1)",Dave Pelzer,"Pelzer, Dave",,"=""1558743669""","=""9781558743663""",0,4.1,Health Communications Inc,Paperback,184,1995,1995,,2019/04/23,to-read,to-read (#846),to-read,,,,0,,,0,,,,,
4069,Man's Search for Meaning,Viktor E. Frankl,"Frankl, Viktor E.","Harold S. Kushner, William J. Winslade, Isle Lasch","=""080701429X""","=""9780807014295""",0,4.35,Beacon Press,Paperback,165,2006,1946,,2019/04/23,to-read,to-read (#845),to-read,,,,0,,,0,,,,,
21449526,Assuming Names: A Con Artist's Masquerade,Tanya Thompson,"Thompson, Tanya",,"=""""","=""9781311789785""",0,3.51,Thompson Books,ebook,280,2014,2014,,2019/04/23,to-read,to-read (#844),to-read,,,,0,,,0,,,,,
10569,On Writing: A Memoir of the Craft,Stephen King,"King, Stephen",,"=""0743455967""","=""9780743455961""",0,4.33,Pocket Books,Mass Market Paperback,320,2002,2000,,2019/04/23,to-read,to-read (#842),to-read,,,,0,,,0,,,,,
40611510,The Last Lecture,Randy Pausch,"Pausch, Randy",,"=""""","=""""",0,4.26,Hachette Books,Kindle Edition,217,2008,2008,,2019/04/23,to-read,to-read (#843),to-read,,,,0,,,0,,,,,
25019,"The Professor and the Madman: A Tale of Murder, Insanity and the Making of the Oxford English Dictionary",Simon Winchester,"Winchester, Simon",,"=""0060839783""","=""9780060839789""",0,3.84,Harper Perennial,Paperback,242,2005,1998,,2019/04/23,to-read,to-read (#841),to-read,,,,0,,,0,,,,,
3147367,American Lion: Andrew Jackson in the White House,Jon Meacham,"Meacham, Jon",,"=""1400063256""","=""9781400063253""",0,3.79,Random House,Hardcover,483,2008,2008,,2019/04/23,to-read,to-read (#840),to-read,,,,0,,,0,,,,,
33313,Kitchen Confidential: Adventures in the Culinary Underbelly,Anthony Bourdain,"Bourdain, Anthony",,"=""0060899220""","=""9780060899226""",0,4.05,Ecco/Harper Perennial,Paperback,312,2007,2000,,2019/04/23,to-read,to-read (#839),to-read,,,,0,,,0,,,,,
821611,The Story of My Life,Helen Keller,"Keller, Helen",,"=""0553213873""","=""9780553213874""",0,4.08,Bantam Classics,Paperback,240,1990,1902,,2019/04/23,to-read,to-read (#838),to-read,,,,0,,,0,,,,,
41021344,Thomas Jefferson: The Art of Power,Jon Meacham,"Meacham, Jon",,"=""""","=""""",0,4,Random House,Kindle Edition,802,2012,2012,,2019/04/23,to-read,to-read (#836),to-read,,,,0,,,0,,,,,
16121,"Titan: The Life of John D. Rockefeller, Sr.",Ron Chernow,"Chernow, Ron",,"=""1400077303""","=""9781400077304""",0,4.2,Vintage,Paperback,832,2004,1997,,2019/04/23,to-read,to-read (#837),to-read,,,,0,,,0,,,,,
773858,Born Standing Up: A Comic's Life,Steve Martin,"Martin, Steve",,"=""1416553649""","=""9781416553649""",0,3.87,Scribner Book Company,Hardcover,207,2008,2007,,2019/04/23,to-read,to-read (#835),to-read,,,,0,,,0,,,,,
13912,A Beautiful Mind,Sylvia Nasar,"Nasar, Sylvia",,"=""0571212921""","=""9780571212927""",0,4.13,Faber  Faber,Paperback,461,2002,1998,,2019/04/23,to-read,to-read (#834),to-read,,,,0,,,0,,,,,
25422234,Notorious RBG: The Life and Times of Ruth Bader Ginsburg,Irin Carmon,"Carmon, Irin","Shana Knizhnik, Ping Zhu","=""0062415832""","=""9780062415837""",0,4.23,Dey Street Books,Hardcover,240,2015,2015,,2019/04/23,to-read,to-read (#833),to-read,,,,0,,,0,,,,,
40923,Theodore Rex,Edmund Morris,"Morris, Edmund",,"=""0812966007""","=""9780812966008""",0,4.18,Random House Trade Paperbacks,Paperback,555,2002,2001,,2019/04/23,to-read,to-read (#832),to-read,,,,0,,,0,,,,,
6900,Tuesdays with Morrie,Mitch Albom,"Albom, Mitch",Saulius Dagys,"=""0751529818""","=""9780751529814""",0,4.09,Warner,Paperback,210,2000,1997,,2019/04/23,to-read,to-read (#831),to-read,,,,0,,,0,,,,,
